id;imdb_id;titulo;poster_path;puntuacion_media;votos;contgeneros;id_genero;id_genero;id_genero;id_genero;id_genero;id_genero;id_genero;id_genero
10419;tt0108265;Swing Kids;/dQOGz6FhLSMDAT4thqeDb9VTkvU.jpg;6,7;63;2;10402;18;;;;;;
10423;tt0106770;Dragon: The Bruce Lee Story;/3YqsQjPqVEYyyuV7STAzA1I6hvK.jpg;6,8;156;1;18;;;;;;;
10424;tt0104549;Jennifer Eight;/kXYGrgE99FMAupMYHkSPHRqo5Jy.jpg;5,8;74;3;80;18;9648;;;;;
10425;tt0473188;The Death and Life of Bobby Z;/CrwVuuaxOr4AZuMqLXsL3bQAbo.jpg;5,8;104;4;18;28;53;80;;;;
10426;tt0293815;Friday After Next;/pB49Sg3v247oHFPNvQLJDiX4OgA.jpg;6;103;1;35;;;;;;;
10427;tt0105226;Red Rock West;/d1TwyCjnJMKIgMw0CgH2nQsKZAN.jpg;6,4;71;3;80;18;53;;;;;
10428;tt0113243;Hackers;/uu62T87qkLkapeuu7ArlnQ6tAap.jpg;6,2;406;4;28;80;53;18;;;;
10429;tt0159784;Takedown;/kFmddFjNzO7ZKWAYjQTVOUHqpum.jpg;6,3;56;2;28;53;;;;;;
10431;tt0499556;War;/envBC1uSYRWVj2p3Im8XbPKZ4B5.jpg;6;422;3;28;53;80;;;;;
10432;tt0475289;Hack!;/BRxOfz50omYUaOHBaJh56fzlPg.jpg;4,8;10;2;35;27;;;;;;
10433;tt0107473;Mad Dog and Glory;/xZlVITyuTxI3Olu9h64xYPdpZyP.jpg;5,5;78;4;35;80;10749;18;;;;
10435;tt0103939;Chaplin;/x9FZhpC0D9S2a9YWS4zMXXHNHmS.jpg;7,5;243;1;18;;;;;;;
10436;tt0106226;The Age of Innocence;/xdkFwyufgtTR4E9rk4CL2r4l00a.jpg;7;172;2;18;10749;;;;;;
10437;tt0104940;The Muppet Christmas Carol;/fe4nLJkDNXhyuMnrZ60MfoSpPes.jpg;7,2;217;4;35;10751;14;18;;;;
10438;tt0106375;Beethoven's 2nd;/pQaMstkYVNyHxCMHeCPiHrZV2RJ.jpg;5;175;2;10751;35;;;;;;
10439;tt0107120;Hocus Pocus;/4boIuVTbEYv9pynSj99jK5EezfA.jpg;6,5;491;3;35;10751;14;;;;;
10440;tt0107507;Manhattan Murder Mystery;/6y04YdXDoSNxiJ5g0h92NBiatyv.jpg;7,1;169;2;35;9648;;;;;;
10442;tt0108174;So I Married an Axe Murderer;/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg;6,1;131;3;35;80;10749;;;;;
10443;tt0106881;Fearless;/mhJTfQiHdDXcx58dAcMwnq61k0L.jpg;6,8;80;1;18;;;;;;;
10445;tt0108101;Shadowlands;/bWFQadzdVWsHZOlGcJzILvdGZbQ.jpg;6,8;61;2;18;10749;;;;;;
10447;tt0110678;No Escape;/d2Q8jXe4dW4YKlemRb7oVlY6Msj.jpg;6,1;86;4;28;18;878;53;;;;
10448;tt0110944;Rapa Nui;/bU75ebCUiVqWKeLG5LgVQbocyoD.jpg;6,2;33;1;12;;;;;;;
10449;tt0111693;When a Man Loves a Woman;/n3B7MBFwyKj9OaTscDZlfJt8Ayy.jpg;6;71;2;18;10749;;;;;;
10450;tt0111190;Il silenzio dei prosciutti;/9KZhirav5JUU6M2Q00J5L6NuvPE.jpg;4,4;31;2;53;35;;;;;;
10461;tt0208988;Get Carter;/5Dv9QJNJx4cF96lDtX4KGtplNTJ.jpg;4,8;147;4;28;18;53;80;;;;
10462;tt0109644;Don't Drink the Water;/wZA38GVWpsKOBtemv234CipY6jO.jpg;4,9;16;1;35;;;;;;;
10464;tt0109484;Corrina, Corrina;/lUmJNC3RAW0OxAtDP8CDEld9pFq.jpg;6,4;83;4;35;18;10751;10749;;;;
10466;tt0091541;The Money Pit;/vzUfCSAXDIQemW6Kdk2RU2JtfiV.jpg;6,2;288;2;35;10749;;;;;;
10467;tt0111001;The Road to Wellville;/3i5zFVewQMGlcPhsHoHmf0VHV02.jpg;5,5;43;2;35;10749;;;;;;
10468;tt0191754;28 Days;/qTrrElHcONoix4hb4IpLiqEnjlb.jpg;6;210;2;35;18;;;;;;
10472;tt0186975;Down to You;/qnT0Lf9ArebC4iGCAajVnWbbqKc.jpg;4,9;71;4;35;18;10751;10749;;;;
10473;tt0214641;DragonHeart: A New Beginning;/8mbg22L9MdSyELeNwEJkMDVsEVO.jpg;5,5;70;4;28;12;35;14;;;;
10474;tt0112461;The Basketball Diaries;/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg;7,2;472;2;18;80;;;;;;
10475;tt0417658;Factotum;/5Ek7cLvVK0TCHCNQa65YFIK4O2S.jpg;6,4;46;3;35;18;10749;;;;;
10476;tt0410097;Hustle & Flow;/2LCm2B02i7dNDWqoOBDmiZTEuyl.jpg;6,9;101;1;18;;;;;;;
10477;tt0132245;Driven;/vtPvxgQBoNBFnnnYjS1lb6pLXtv.jpg;4,5;180;1;28;;;;;;;
10478;tt0117918;Tin Cup;/dS5OwlFbIy5nQMaY9B4gWLe5a05.jpg;5,9;152;3;35;18;10749;;;;;
10479;tt0160797;Rules of Engagement;/1UlrMyCza2xINltCyYgmAwQAx07.jpg;6;178;5;28;12;18;36;10752;;;
10480;tt0171580;Nurse Betty;/k14gKsl0WzD4R3vS7xeeWRePirJ.jpg;5,9;113;3;35;80;53;;;;;
10481;tt0211181;102 Dalmatians;/dSxnIika9yWwTvEbpsmoGdeh65E.jpg;5,1;327;2;35;10751;;;;;;
10482;tt0202381;Guest House Paradiso;/pZBWG1VRAmU3kEIuOUrGfO9jbf6.jpg;6,3;41;1;35;;;;;;;
10483;tt0452608;Death Race;/3dIZ049AxmvrvNiXKPc36YNum7g.jpg;6;1205;3;28;53;878;;;;;
10485;tt0099654;Ghost Dad;/2X6t1Z7g2kDB4J6OFiXjcjBzn01.jpg;4,5;51;3;35;10751;14;;;;;
10486;tt0110612;My Father the Hero;/k7swso7iAB1lNBLfapIo4m3hqf6.jpg;5,1;38;3;35;10751;10749;;;;;
10488;tt0410377;Nim's Island;/aK9pn7ivx4P72E5yYZ69A4sChVc.jpg;5,6;341;4;12;35;10751;14;;;;
10489;tt0085382;Cujo;/ufczAHvnoGIXJo7sDo0OZK4LcwZ.jpg;5,7;194;2;27;53;;;;;;
10491;tt0157583;Enigma;/xBRgHFHnCqhfpq4w63XqbjdMdB2.jpg;6;74;5;9648;18;53;10749;10752;;;
10493;tt0097162;Dead Calm;/oA0rhf1ItxjMobrzjZG24uKAylU.jpg;6,6;178;4;80;53;27;18;;;;
10495;tt0097647;The Karate Kid, Part III;/2Z0EJl11kOSPMMvHqZ4r5Csh7Ph.jpg;5,5;311;2;10751;12;;;;;;
10496;tt0200469;Bats;/5sR3GMWGnNrH1PLkxF7w2qRhJJa.jpg;4,1;35;2;27;53;;;;;;
10497;tt0104779;Bitter Moon;/sUiqWj0k5oPcThd1WaXvt9Vymzr.jpg;7;115;3;53;18;10749;;;;;
10498;tt0107843;Point of No Return;/kOfSTm2cftavsyB49amnhW3is9y.jpg;6;134;3;80;18;53;;;;;
10501;tt0138749;The Road to El Dorado;/lQnNNjT4yW3i2rmQhGibiPBnc6e.jpg;7;892;4;12;16;35;10751;;;;
10502;tt0107501;The Man without a Face;/24QERLoucnNZIE0gGYdCFzi58IV.jpg;6,2;125;1;18;;;;;;;
10503;tt1045670;Happy-Go-Lucky;/9yXm2nBinU2NPb3x47jY5Hqulwf.jpg;6,4;130;2;18;35;;;;;;
10509;tt0467817;Buitenspel;/tB3q9p0jXmruahiyKgXFxSWfOEh.jpg;9;1;1;18;;;;;;;
10510;tt0110527;Miracle on 34th Street;/iuI31j8DM4TOxJTZeumG0S4npPU.jpg;6,4;199;3;14;18;10751;;;;;
10511;tt0298845;In America;/ssTYNuUlcjlRFcmXmHJDc1vG8LN.jpg;6,9;97;2;18;10749;;;;;;
10513;tt0052077;Plan 9 from Outer Space;/tBkJps1poCnVqWbqNfVLgAbb8br.jpg;4,4;137;2;878;27;;;;;;
10514;tt0066769;The Andromeda Strain;/nGI6h63HtxB0SbvaNXc5WcrRycq.jpg;7;196;2;878;53;;;;;;
10518;tt0074860;Marathon Man;/wu1T58QID2uxPspf0Jxm2FNgsb9.jpg;7,2;227;1;53;;;;;;;
10520;tt0496328;Itty Bitty Titty Committee;/Jc17TXwEPflZocUeRwApwuN0hz.jpg;6;12;1;35;;;;;;;
10521;tt0901476;Bride Wars;/y5O46J9i98MkcExaPIeZaRImF4C.jpg;5,9;884;1;35;;;;;;;
10523;tt1175491;W.;/upFQuRzN23kLvzO1brSFClLqZvV.jpg;6;144;2;18;36;;;;;;
10525;tt0113097;Forget Paris;/l8lq77bNqJY94JCMPI731jwtDsE.jpg;6,1;38;3;35;18;10749;;;;;
10527;tt0479952;Madagascar: Escape 2 Africa;/9mohxwknsHcwFBSAAhoQXwFV5zn.jpg;6,2;1866;2;10751;16;;;;;;
10528;tt0988045;Sherlock Holmes;/22ngurXbLqab7Sko6aTSdwOCe5W.jpg;7;5883;4;28;12;80;9648;;;;
10529;tt0462465;Outlander;/fjRXOzuBEg0VGDM701ftBaVqWTr.jpg;6,1;354;3;14;28;878;;;;;
10530;tt0114148;Pocahontas;/qk95miOV8wDABbO5gyCpCrvbVFu.jpg;6,7;1509;4;12;16;18;10751;;;;
10531;tt0109579;Death and the Maiden;/3p1K153ZbRV7FNyi4DNnzHfxJZa.jpg;7,1;92;3;18;53;9648;;;;;
10533;tt0114345;The Scarlet Letter;/g46rChf49Qgq28RJ22iWwvsK7nO.jpg;5,5;111;3;18;36;10749;;;;;
10534;tt0118158;White Squall;/3a5nomeyzJF4gG26HouCtce99ki.jpg;6,3;86;2;28;18;;;;;;
10535;tt0117723;Spy Hard;/rYIqre2VJvykvXuQSVC0D3Hs4LU.jpg;4,9;148;2;28;35;;;;;;
10537;tt0101761;The Doors;/9CkFrWAkg23YynYd2uJLyWznMZZ.jpg;6,7;285;2;18;10402;;;;;;
10538;tt0105104;Passenger 57;/mOh1t38TkW6JVg6ylQusKBPxxqa.jpg;5,6;264;3;28;12;53;;;;;
10539;tt0116683;James and the Giant Peach;/fDfgO1jkPAIX9ZbXka9XcOfDWl3.jpg;6,2;375;3;12;16;10751;;;;;
10540;tt0082869;Outland;/vft2bkcEqBsEKyBlAxRPcpnJ7ig.jpg;6,2;153;1;878;;;;;;;
10543;tt0116287;Fear;/reA4wlTY9qGwryVftscFT2q0ZLK.jpg;6,1;157;3;18;53;10749;;;;;
10544;tt0277941;Ned Kelly;/rBid8dQlauN5r58H3rozxpPgEdj.jpg;6,1;114;4;28;12;18;36;;;;
10545;tt0116583;The Hunchback of Notre Dame;/gpMXF2Bp7GHTT8GbMgf7yuBEyuV.jpg;6,8;1182;3;18;16;10751;;;;;
10546;tt0115986;The Crow: City of Angels;/kxe6WvICLt8Z5nB76nuPh9OO4DG.jpg;5,2;119;3;28;14;53;;;;;
10547;tt0115571;The Arrival;/7K7NExClVGDQMaHzj7gwx4mcJ40.jpg;6,1;200;4;28;9648;878;53;;;;
10548;tt0118147;When We Were Kings;/wAw3KIEuQGIwhCBWtvWFQRItz0d.jpg;7,3;54;1;99;;;;;;;
10549;tt0116477;Hamlet;/gApBWTMD5N8UVClI7rcqwf6dIrB.jpg;7,3;118;1;18;;;;;;;
10550;tt0308208;Ballistic: Ecks vs. Sever;/eeWX3tCcQFnC3ZZQuFhWV1Ctypj.jpg;4,3;99;3;28;12;53;;;;;
10551;tt0097328;Family Business;/9HhRk8eUjxUf0CDHTS9YcUk8TTB.jpg;5,4;45;5;28;35;80;18;53;;;
10552;tt0088889;Cat's Eye;/A65sQJbEAAV4wC9QQc0Mn4ZaMZV.jpg;5,9;140;3;35;53;27;;;;;
10553;tt0089901;Remo Williams: The Adventure Begins...;/A4iUtIa4LgnOPkvWJvUAbqydXXL.jpg;6,4;64;3;35;28;12;;;;;
10555;tt0307453;Shark Tale;/zSHqX4qklYrHMEcv2GiHG5UwVsz.jpg;5,8;1612;4;16;28;35;10751;;;;
10557;tt0166175;East Is East;/wZaIFzgnsfFj50df20W1eDHmI44.jpg;6,5;60;1;35;;;;;;;
10559;tt0186151;Frequency;/n0QAAZmIaPPIShVkk8eiKwfGV9.jpg;7;473;4;80;18;878;53;;;;
10560;tt0210616;Center Stage;/hCR9r2hE0woymx62pymQ0Bs4mk7.jpg;6,8;95;2;18;10402;;;;;;
10562;tt0164212;Under Suspicion;/9TQUS5zpiBSMkSYIG3uAfLHTopH.jpg;6,4;104;2;9648;53;;;;;;
10563;tt0144640;Three to Tango;/3vNIyW1wR6UIybz2ChIv8sazk8b.jpg;5,4;63;2;35;10749;;;;;;
10564;tt0198021;Where the Heart Is;/rNP5NSdXzl6y5CuQ6Sh2JmEnvt5.jpg;6,9;159;3;35;18;10749;;;;;
10567;tt0130623;Dinosaur;/jZDp3C5howi40aCeqXDJliodXk9.jpg;6,2;563;2;16;10751;;;;;;
10568;tt0031334;The Four Feathers;/gerXrUoZdRpwSYVT7f8y7C0MiFy.jpg;7,3;22;4;10752;12;18;10749;;;;
10569;tt0196216;Small Time Crooks;/ruZ7TOYaPPsNPyNHuYrpkmsHKbw.jpg;6,4;155;3;28;35;80;;;;;
10571;tt0204175;Boys and Girls;/f0XMxKJfaf9xeN1yYVON0tHlLxV.jpg;5,4;107;3;35;18;10749;;;;;
10575;tt0246677;Heaven;/lzVJIKVfUaafm6BTBj7bdynCnts.jpg;6,8;74;4;18;53;10749;80;;;;
10576;tt0086154;Psycho II;/tYNx7yIU9Q3O2xxjy3ie5YCkIak.jpg;6;128;3;27;9648;53;;;;;
10577;tt0219653;Dracula 2000;/6YF56U91zP1mQvle83KA1A7CPop.jpg;4,6;150;2;53;27;;;;;;
10578;tt0336325;Dracula II: Ascension;/619eRkHMnsMuQg3RpBtQlKwtARi.jpg;5,1;30;1;27;;;;;;;
10579;tt0303929;Dracula III: Legacy;/vAFkxQ9LNncn5mR8oY809Yf1Nfe.jpg;3,7;24;1;27;;;;;;;
10585;tt0094862;Child's Play;/dSX9i2buibfyKFRpK2kOe6rtl5R.jpg;6,3;605;2;27;53;;;;;;
10586;tt0116409;The Ghost and the Darkness;/yxSwciZCU5dUUNVtSgDoEMrxGyy.jpg;6,4;238;1;12;;;;;;;
10587;tt0093756;Police Academy 4: Citizens on Patrol;/qSEeqtYySGdWRzU0GKLuoFOTt1Q.jpg;4,9;261;2;35;80;;;;;;
10588;tt0312528;The Cat in the Hat;/cyfCsdxGYIRlMd2z3dncOZWrgvk.jpg;4,9;380;3;35;14;10751;;;;;
10589;tt0367479;After the Sunset;/seEavscJqc1TuHfSZMeXQwohkNf.jpg;6;227;4;28;35;80;18;;;;
10590;tt0277434;We Were Soldiers;/kjG02l5Nqcgd3ZOb7aMBb9CIIIi.jpg;6,7;531;3;28;36;10752;;;;;
10591;tt0265208;The Girl Next Door;/lWybRfPlUCKKOaYFSjY67pNhkxa.jpg;6,3;844;1;35;;;;;;;
10592;tt0251114;Hart's War;/yRUhSU7vzs5ePa72LNPcKKCCMZ5.jpg;5,9;246;2;18;10752;;;;;;
10594;tt0352851;The Skulls III;/iWM2q1wGqLuoUT2WYB0W8HokN8E.jpg;4,8;13;1;53;;;;;;;
10596;tt0238552;Replicant;/fDLxydXWphlMt1ThhnsKybuhgO4.jpg;5;93;4;28;12;878;53;;;;
10597;tt0205177;Kevin & Perry Go Large;/67EVaHuT1wvGatdZ7U4Ncfix6tP.jpg;5,6;49;2;10402;35;;;;;;
10598;tt0439544;Dirty;/SmbCDYvQEJTWaGcwCUOxHAph39.jpg;5,1;34;3;80;18;53;;;;;
10601;tt0316396;Peter Pan;/oZEiHdVIjjGHlpqh5fCWZoUJ9RY.jpg;6,9;671;3;12;14;10751;;;;;
10603;tt0119190;George of the Jungle;/wTvuMi6YlO6bVe2Ax5mEL1dbVYv.jpg;5,4;508;4;12;35;10751;10749;;;;
10606;tt0087910;The Philadelphia Experiment;/4J0n9oFLfdkcCA86bXCnViJKxzd.jpg;6,1;104;1;878;;;;;;;
10607;tt0116126;Don't Be a Menace to South Central While Drinking Your Juice in the Hood;/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg;6,2;192;1;35;;;;;;;
10608;tt0103850;Bob Roberts;/gDJt4SGJQ0c2wCyDVghCRoRMxgo.jpg;6,5;44;2;35;18;;;;;;
10609;tt0352520;The Life and Death of Peter Sellers;/lf8OoO2T6X0O7jGa49icIqf8Gm5.jpg;6,6;47;3;18;35;10749;;;;;
10610;tt0288045;The Medallion;/9iJrg37ceCBeQkQHnIy97VekINb.jpg;5,3;286;4;53;14;28;35;;;;
10611;tt0303714;Barbershop;/7WB5ULvA6TLfypq8JlW1xUHCVgj.jpg;6,2;139;2;35;18;;;;;;
10612;tt0112966;The Englishman Who Went Up a Hill But Came Down a Mountain;/ls7KPoxNiy3IcAot3QB0oFuMtdW.jpg;6,1;83;3;18;35;10749;;;;;
10613;tt0208911;The King Is Alive;/uIU4sDdcrUCf9ri73VOpc9u597I.jpg;5,8;9;1;18;;;;;;;
10614;tt0359715;My Best Friend's Birthday;/iYLIl8wtoyKdJHNAtpaEi0jYXtt.jpg;5,8;28;1;35;;;;;;;
10615;tt0258038;Pootie Tang;/aFYpGXciT7FzBsxPw1W1Ef3b3cG.jpg;5,4;43;2;28;35;;;;;;
10616;tt0163818;Sat sau ji wong;/nsX7mOiPUIyGydYJYx8gKL5Rem7.jpg;6,2;30;2;28;35;;;;;;
10623;tt0306685;Cradle 2 the Grave;/v8iPcn54TNsSPabD9ZYQVQUWbXk.jpg;5,8;242;3;28;80;18;;;;;
10625;tt0377092;Mean Girls;/lDlGPZS0UJYKxVlpyff3BMyPc2H.jpg;6,9;2401;1;35;;;;;;;
10628;tt0257568;Kangaroo Jack;/a6kZTRfKtBWe7x4mCRvL4IOpEoZ.jpg;4,3;207;3;35;12;80;;;;;
10629;tt0312549;Veronica Guerin;/vZSaO5mmX3NWhW7E6tve0zGV5Bs.jpg;6,8;61;3;18;80;53;;;;;
10631;tt0086873;All of Me;/k6z49N7FL8jlY0IG14wMmlOZFxa.jpg;6,4;93;4;14;35;878;10749;;;;
10632;tt0269347;The Hunted;/k8fV0lYH9DqGtB7M681DTa8hRuN.jpg;6;194;4;18;28;53;80;;;;
10633;tt0061811;In the Heat of the Night;/cC3kyApHMNSfvsF67421L5IiTbc.jpg;7,5;207;4;80;18;9648;53;;;;
10634;tt0113118;Friday;/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg;7;513;1;35;;;;;;;
10635;tt0111418;Threesome;/sA5gVzzufDoPtS06ODuQFpVmXnA.jpg;6,3;57;4;35;18;10751;10749;;;;
10637;tt0210945;Remember the Titans;/iI12IRzif2VjTkQJRDQw3WyWKdS.jpg;7,4;835;1;18;;;;;;;
10640;tt0074559;Futureworld;/iEjhASpXJ1nLNT16wQCJYOAyn1.jpg;5,7;66;4;28;12;878;53;;;;
10641;tt0174480;Autumn in New York;/tQ5ze794HtDjxTxYVxHRn7AzbSL.jpg;5,7;144;2;18;10749;;;;;;
10642;tt0217630;Loser;/b3aYI05e1iAc7ouFeBpSUQADxsi.jpg;5;122;4;18;35;10749;10751;;;;
10644;tt0096332;The Unbearable Lightness of Being;/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg;7;89;2;35;10749;;;;;;
10645;tt0265691;Das Sams;/1GOyK73eeAOCxs7yx4aUnjjiTCb.jpg;5,4;11;1;35;;;;;;;
10646;tt0246989;Tomcats;/7ShM4P9lFZeuvFfb7vSOVaQPAk7.jpg;4,9;75;2;35;10749;;;;;;
10647;tt0223897;Pay It Forward;/l5diVKdxKMUkn4jOAxASbbGtSl1.jpg;7;447;2;18;10749;;;;;;
10648;tt0070355;Magnum Force;/3gqV4jpKNFqxUWug3BRD6yUzSL1.jpg;7,1;251;3;28;80;53;;;;;
10649;tt0074483;The Enforcer;/ib3fs2WQsPtpFUgg5JoOWoxUem0.jpg;6,7;232;3;28;80;53;;;;;
10650;tt0086383;Sudden Impact;/AvTrLgO2wQViMeu5I0toQlBVOI7.jpg;6,5;210;3;28;80;53;;;;;
10651;tt0094963;The Dead Pool;/9ZUSqox9lIxN4xaYBac2QXMFcZj.jpg;6,3;227;3;28;80;53;;;;;
10652;tt0093137;Hamburger Hill;/dv7kAXS2wFWuCdMmB1lw1dyo358.jpg;6,5;120;3;10752;28;18;;;;;
10653;tt0048605;The Seven Year Itch;/4oLqx0QbjWFzWtkxRmDLGH47CUJ.jpg;7;184;3;35;18;10749;;;;;
10655;tt0107007;Gettysburg;/xjpMfoPmo4bX8MEZPpWl8lBq6rx.jpg;6,6;91;3;10752;18;36;;;;;
10657;tt0107665;Needful Things;/bmNy8xYUVRige1r4jIgUxv8BnMF.jpg;5,9;136;2;18;27;;;;;;
10658;tt0091225;Howard the Duck;/f2pj3SSj1GdFSrS5bUojT56umL6.jpg;5,1;227;3;35;14;878;;;;;
10660;tt0110167;It Could Happen to You;/4SSjiAa592zTqko7hHdKcj5d5cS.jpg;6,1;154;3;35;18;10749;;;;;
10661;tt0960144;You Don't Mess with the Zohan;/3n9FYKLJVqwrZ7Wf96eoF2cAowU.jpg;5,5;1068;2;35;28;;;;;;
10663;tt0120484;The Waterboy;/wZKa2NZgEKJ85NoO2cQ7xzj8eBn.jpg;5,9;521;1;35;;;;;;;
10665;tt0482606;The Strangers;/pZwTosOfiB9hGvXvPg9fpoOqKmp.jpg;6;509;3;53;27;9648;;;;;
10668;tt0120241;Suicide Kings;/c9T1jNEik3PjAQI70hx6Kwt6N0p.jpg;6,7;86;5;28;35;80;18;53;;;
10669;tt0068473;Deliverance;/jJhO7qkasC3xBAS6fhLPWpUjGZb.jpg;7,2;441;3;18;12;53;;;;;
10671;tt0065377;Airport;/lKRsOCB1FlZYD7tYPHValBAqmwm.jpg;6,2;89;3;28;18;53;;;;;
10673;tt0094291;Wall Street;/fC9zRkJjgemBEmubrZaWXtC4FcN.jpg;7;557;2;80;18;;;;;;
10674;tt0120762;Mulan;/vXjfMyXHixdEEkqcuWS6hy3EZAG.jpg;7,6;2089;3;16;10751;12;;;;;
10675;tt0095174;Frantic;/wOaBEIhiEA832ifEQ4CNxVHrh1c.jpg;6,6;232;4;80;18;9648;53;;;;
10676;tt0085636;Halloween III: Season of the Witch;/svPexK18MEl0lyAqb8fFUGGsEQ8.jpg;5;232;3;27;9648;878;;;;;
10677;tt0338096;Dirty Dancing: Havana Nights;/nuUKcfRYjifwjIJPN1J6kIGcSvD.jpg;6;154;2;18;10749;;;;;;
10678;tt0305669;Bringing Down the House;/n16dOh3WgQCPXNbfJ9dCky2z5vz.jpg;5,4;191;1;35;;;;;;;
10679;tt1034314;Iron Sky;/4qyVtcCFqrlLMgHtlyxP57PI3ls.jpg;5,6;563;3;28;35;878;;;;;
10680;tt0116000;D3: The Mighty Ducks;/umoEeNQqhvUg7jnpdGZnvNHCRFS.jpg;5,3;99;4;28;35;18;10751;;;;
10681;tt0910970;WALLÂ·E;/9cJETuLMc6R0bTWRA5i7ctY9bxk.jpg;7,8;6439;2;16;10751;;;;;;
10683;tt0147612;Happiness;/uUhzz0n7uDK5EMGyhpzNhMdggjK.jpg;7,4;197;2;35;18;;;;;;
10684;tt0115956;Courage Under Fire;/lPAzGRgc2afaGsYwFX7Iez8gzmq.jpg;6,2;240;4;18;53;9648;10752;;;;
10685;tt0204626;The Watcher;/jesZYsaqtqEaaekAVlyAxpZGDqZ.jpg;5;112;2;9648;53;;;;;;
10687;tt0170691;Tigerland;/yyW54WcjMFX4NTRy1NnKIeaWhLS.jpg;6,7;155;2;18;10752;;;;;;
10688;tt0171359;Hamlet;/a3HqftcLkzbniE3mpDARSYQSXyx.jpg;6;35;1;18;;;;;;;
10690;tt0120199;Space Truckers;/4EnBPDZR7C2aB1N9RL4IAY4oZrv.jpg;5,6;38;4;35;878;53;12;;;;
10691;tt0250224;Crazy/Beautiful;/15rhm6ae5lQJgil73h1EtgVML42.jpg;6,6;98;2;18;10749;;;;;;
10692;tt0099763;Henry: Portrait of a Serial Killer;/jE9bDB7v7lMED5PWpPMsmc3SzlI.jpg;6,8;142;4;80;18;27;53;;;;
10693;tt0046183;Peter Pan;/aWLgUzpkVFk8OVcg5jJte5I0Ces.jpg;7;1380;5;16;10402;10751;12;14;;;
10694;tt0109402;The Chase;/d45y1No7drszD304ncZKYDRdiU7.jpg;5,6;89;4;35;53;28;80;;;;
10696;tt0118589;Glitter;/mEaL4oSSdmYH6tqMsAyO8C7BkGg.jpg;3,4;38;2;18;10749;;;;;;
10699;tt0104412;Hero;/gT4qFlAcRcMvOanRPjke3MOSZGo.jpg;6,3;100;4;18;35;53;9648;;;;
10704;tt0186654;Universal Soldier II: Brothers in Arms;/aQ5e8A6NJoKC25wOcgaBhkiLLcR.jpg;3,7;8;2;28;878;;;;;;
10705;tt0097499;Henry V;/9k34jK0UlAqcbPCgY3Ny7CMwXZL.jpg;7,4;73;5;10752;18;36;28;10749;;;
10706;tt0239641;Mimic 2;/13tSI83ucR7XuQcr7muAjNIgH91.jpg;4,8;54;3;27;878;53;;;;;
10707;tt0367089;The Squid and the Whale;/3G2qL3hkYuOLTbx05oUtfUa6gDR.jpg;6,9;229;2;35;18;;;;;;
10708;tt0317303;Daddy Day Care;/y3aq5fDNtSHw79wugWtZDhejToj.jpg;5,6;526;2;35;10751;;;;;;
10710;tt0326856;Envy;/ezwXcRroLPq7klH8sn584CjN6xR.jpg;4,8;144;1;35;;;;;;;
10711;tt0073018;French Connection II;/mef0hcVIOQfDUubjdTwvuafO1dj.jpg;6,6;95;4;28;80;18;53;;;;
10712;tt0297884;Far from Heaven;/7lzlqQmtv4z2CEiiBWU55blk1zo.jpg;6,9;145;2;18;10749;;;;;;
10714;tt0110213;The Jungle Book;/6BhybPISxk116taUo9J76tVo1hs.jpg;5,9;107;3;12;18;10751;;;;;
10715;tt0318155;Looney Tunes: Back in Action;/ownVrxw7OYOo8vwk2g4q74Oe8Wa.jpg;5,6;302;3;16;35;10751;;;;;
10718;tt0329691;Torque;/cnutBuvmDB7qhqAZwXJwKG7CAhc.jpg;4,7;121;1;28;;;;;;;
10719;tt0319343;Elf;/9jChHqqcpe0zHNTqkNqWZkwkgil.jpg;6,4;1007;3;35;10751;14;;;;;
10720;tt0309530;Down with Love;/x045RokNPRTxi4KOFiLVGAKtWkb.jpg;6,1;202;4;28;35;10749;53;;;;
10723;tt0115783;Bulletproof;/fUIX9vUzaku5KFLV1fNlDEExr3k.jpg;5,4;164;4;28;12;35;53;;;;
10724;tt0083943;Firefox;/1QK1xhmvnLLZhDC8DNaFt08psp9.jpg;5,5;141;4;878;28;12;53;;;;
10725;tt0083336;Wolfen;/odVGczJH1NI0OKqzHYMnERyu2zu.jpg;6;57;2;18;27;;;;;;
10726;tt0283877;American Psycho 2: All American Girl;/358ZOf0RREltfcVN3BC1tXKzopV.jpg;4,6;81;2;27;53;;;;;;
10727;tt0282209;Darkness Falls;/mQJXbHqu3984LXuDuFr9bF5axy6.jpg;4,9;161;2;53;27;;;;;;
10729;tt0100449;Quick Change;/jvaXUsDiX3r2RgVrdNK5SstsEqT.jpg;6,3;75;2;35;80;;;;;;
10730;tt0074751;King Kong;/lyMgOphIY5iMASdzew7Fju1dSNC.jpg;5,9;179;2;12;18;;;;;;
10731;tt0109446;The Client;/bCWpxGGcP9DsCLwfNpnfcl1vLk8.jpg;6,4;287;4;18;53;80;9648;;;;
10733;tt0318974;The Alamo;/6BjQL97zeRnpJShJV5DQT9e9SE4.jpg;5,8;108;3;37;36;10752;;;;;
10734;tt0079116;Escape from Alcatraz;/lBAxIEywz3KfzXimn9qHBArLHU8.jpg;7,3;581;2;80;18;;;;;;
